book,author,urls,text
Метро 2033, Дмитрий Глуховский,https://enjoybooks.pw/metro-2033/,"Постапокалиптический фантастический роман российского писателя и журналиста описывает жизнь людей, которым чудом удалось уцелеть после Третьей мировой ядерной войны. Они … "
Трудно быть богом, Аркадий Натанович Стругацкий,https://enjoybooks.pw/trudno-byt-bogom/,"Произведение написано в жанре фантастика и повествует о судьбе землянина, который застрял в эпохе средневековья. События происходят в государстве Арканар, … "
Азиатская европеизация. История Российского государства. Царь Петр Алексеевич, Борис Акунин,https://enjoybooks.pw/aziatskaya-evropeizatsiya-istoriya-rossijskogo-gosudarstva-tsar-petr-alekseevich/,Пятый том проекта «История российского государства» известного писателя изложен в увлекательной манере повествования и предоставляет возможность читателю не только изучить … 
Дочь Ленина. Взгляд на историю из постели, Эдвард Радзинский,https://enjoybooks.pw/doch-lenina-vzglyad-na-istoriyu-iz-posteli/,"На страницах книги вы увидите множество ярких, неординарных, контрастных героев, они поведают свою историю. Такое ощущение, что вы подглядываете из-за … "
Душа осьминога: Тайны сознания удивительного существа, Сай Монтгомери,https://enjoybooks.pw/dusha-osminoga-tajny-soznaniya-udivitelnogo-sushhestva/,"Что таится за молчанием чудных морских существ? Загадочные, элегантные, спокойные, осьминоги – кто они? Иногда нелепо выглядящие осьминожки отличаются умом … "
Неутолимая любознательность. Как я стал ученым, Клинтон Ричард Докинз,https://enjoybooks.pw/neutolimaya-lyuboznatelnost-kak-ya-stal-uchenym/,"Выдающийся биолог и известный фанат науки расскажет вам в строчках книги первую часть своей жизни, с удивительной точностью пересказывая многие … "
За пределами Земли: В поисках нового дома в Солнечной системе, Аманда Хендрикс,https://enjoybooks.pw/za-predelami-zemli-v-poiskah-novogo-doma-v-solnechnoj-sisteme/,"Вероятность того, что человечество сделает огромный скачок в развитии космических технологий и сможет улететь покорять космос – довольно большая. Это … "
Мастера успеха. Диалоги о власти и бизнесе читать онлайн, Роберт Грин,https://enjoybooks.pw/mastera-uspeha-dialogi-o-vlasti-i-biznese-chitat-onlajn/,"Бизнес – это то, чем живут сейчас все. Чего стоит успех? Кому-то может показаться, что нужно просто родиться в богатой … "
Зима близко средневековый мир «Игры престолов», Каролин Ларрингтон,https://enjoybooks.pw/zima-blizko-srednevekovyj-mir-igry-prestolov/,Эта книга очень популярна в литературе и телевизионном мире. Практически все литературоведческие и историографические исследования делались на оригинальном эпосе «Песнь … 
Narconomics преступный синдикат как успешная бизнес-модель, Том Уэйнрайт,https://enjoybooks.pw/narconomics-prestupnyj-sindikat-kak-uspeshnaya-biznes-model/,"Известный современный редактор в Британии, работающий в очень известном журнале под названием «Экономист» доступным языком в своей книге описывает работу … "
Писатель и самоубийство, Борис Акунин,https://enjoybooks.pw/pisatel-i-samoubijstvo/,"В первую очередь всех интригует название книги, ведь оно обращает внимание на огромную проблему человечества, а в частности писателей – … "
Синдикат, Дина Рубина,https://enjoybooks.pw/sindikat/,Всемирная организация под названием «Синдикат» занимается помощью в переселении людей еврейской национальности на их историческую родину. Для некоторых это возможность … 
Не прощаюсь, Борис Акунин,https://enjoybooks.pw/ne-proshhayus/,Книга которая вызвала много противоречий среди фанатов Акунина. Главному герою автор примеряет образ революционера перевоплотите ля. Хотя некоторые считают что … 
Левиафан, Борис Акунин,https://enjoybooks.pw/leviafan/,"Новость о жестком убийстве британского коллекционера, в момент облетела Париж. Вся элита, то и дело что обсуждают происшествие. В престижном … "
Богиня мести, Ю Несбё,https://enjoybooks.pw/boginya-mesti/,В Этот раз Холе оказался в сложной ситуации. Проснувшись утром он обнаружил мертвую женщину у себя в квартире. Странное то … 
Красношейка, Ю Несбё,https://enjoybooks.pw/krasnoshejka/,"Во время саммита в Осло был убит спец агент из Америки. Скандал поднял очень много шума, а правительство, как правило, … "
Тараканы, Ю Несбё,https://enjoybooks.pw/tarakany/,Новость о смерти посла Норвегии в борделе Бангкока разошлась по всей стране. Правительство очень оперативно пытается замять дело. Но оставить … 
Нетопырь, Ю Несбё,https://enjoybooks.pw/netopyr/,Сидней был повергнут ужас. Новость об убийстве молодой австралийки разнеслась вмиг по континенту. Девушка была убита самым зверским способом. Местные … 
Призрак, Ю Несбё,https://enjoybooks.pw/prizrak/,Спустя три года уже бывший детектив Холе вернулся в Норвегию. И в этот раз для его плечи упало расследование убийства … 
Пентаграмма, Ю Несбё,https://enjoybooks.pw/pentagramma/,"И снова покой города был нарушен. Совершено убийство, которое оставило за собой одни вопросы. На месте было найдено не только жертву, … "
Мы с истекшим сроком годности, Стейс Крамер,https://enjoybooks.pw/my-s-istekshim-srokom-godnosti/,Прекрасное время старшей школы. Когда ты молод и полон надежд и мечтаний. Особенно если твои родители побеспокоились о том чтобы … 
Полиция, Ю Несбё,https://enjoybooks.pw/politsiya/,"В архиве полиции может хранится тысячи не раскрытых дел. Они пылятся в то время, как их детективы продолжают жить своей … "
Леопард, Ю Несбё,https://enjoybooks.pw/leopard/,"Продолжение цикла детективных расследований вместе с Харри Холе. В городе было обнаружено два трупа девушек, которые погибли от неизвестного оружия. … "
Легкий способ бросить курить, Аллен Карр,https://enjoybooks.pw/legkiy-sposob-brosit-kurit/,"Курение, на первый взгляд безобидная привычка. Но стоит попробовать несколько раз и привычка плавно перерастает в зависимость. И что же … "
Cнеговик, Ю Несбё,https://enjoybooks.pw/cnegovik/,"Первый снег, пора зимней радости. Улицы укрываются пушистым покрывалом, что предает городу особенного волшебства. Но это прекрасное спокойствие нарушает серийный … "
Синдром Петрушки, Дина Рубина,https://enjoybooks.pw/sindrom-petrushki/,"Каким может быть воздух? Холодным, свежим, спертым. А как насчет его вкуса? Автор обладает высочайшим мастерством метафор, преподнося обыденные вещи … "
Оно, Стивен Кинг,https://enjoybooks.pw/ono/,Каждый из нас чего-то боится. И некоторые страхи преследуют нас с детства. В американским городке начало обитать чудовище по прозвищу … 
Рождественское чудо мистера Туми, Сьюзан Войцеховски,https://enjoybooks.pw/rozhdestvenskoe-chudo-mistera-tumi/,"Золотые руки, мастер своего дела, художник по дереву – все это можно сказать о Джонатане Туми. Но его нелюбовь к … "
Рождественская шкатулка, Ричард Пол Эванс,https://enjoybooks.pw/rozhdestvenskaya-shkatulka/,"На Рождество автор решил написать книгу, которую он подарил своей семье и близким друзьям. Изначально было издано двадцать книг, с … "
Санта-Хрякус, Терри Пратчетт,https://enjoybooks.pw/santa-hryakus/,"Простой и легкий юмор – нет, здесь вы такое не найдете. Рождественские истории, наполненные волшебством, — пффф, вам тогда точно … "
В канун Рождества, Розамунда Пилчер,https://enjoybooks.pw/v-kanun-rozhdestva/,"В канун Рождества происходят иногда волшебные, а порой невероятные истории. Так вот, по совсем случайному обстоятельству судьбы, на севере Шотландии … "
Рождественские истории, Чарльз Диккенс,https://enjoybooks.pw/rozhdestvenskie-istorii/,"На первый взгляд смешные сказки – вызывающие один лишь только смех, может на самом деле скрывать в себе глубокий смысл. … "
Чайная на Малберри-стрит, Шэрон Оуэнс,https://enjoybooks.pw/chajnaya-na-malberri-strit/,"Место, пропитанное уютом и домашним теплом, где вы можете насладиться восхитительным десертом и горячим напитком – это конечно же идет … "
Топ книг для поднятия Новогоднего настроения,,https://enjoybooks.pw/top-knig-dlya-podnyatiya-novogodnego-nastroeniya/,"Вместе с декабрем наступают холода, а там глядишь и праздники на подходе. Легкий мороз за окном, теплое какао в кружке … "
Сентябрь, Розамунда Пилчер,https://enjoybooks.pw/sentyabr/,"Отмечать праздники – это уже традиция. Всегда люди стараются собрать пышный банкет с множеством гостей, чтобы позабавить виновника торжества. Верена … "
Путешествие домой, Радханатха Свами,https://enjoybooks.pw/puteshestvie-domoj/,"Самопознание – глубокий и длинный путь, пройти который получится не у всех. Справиться с духовными исканиями и затяжным путешествиям сможет … "
Хроники раздолбая. Похороните меня за плинтусом-2, Павел Санаев,https://enjoybooks.pw/hroniki-razdolbaya/,"Продолжение истории о юноше из «Плинтуса…». Теперь он взрослый. Ещё не зрелый, но в его девятнадцать лет на душу уже … "
Дневник памяти, Николас Спаркс,https://enjoybooks.pw/dnevnik-pamyati/,"Ной – один из главных персонажей, который отличается податливым и добрым, спокойным характером. Он целеустремлённый и отзывчивый, трудолюбивый и старательный, … "
Элегантность ёжика, Мюриель Барбери,https://enjoybooks.pw/elegantnost-yozhika/,"Тонкие и увлекательные истории переплетаются здесь: самые разные люди сталкиваются между собой. Когда кажется, что ничего не связывает их, судьба … "
Осенний призрак, Монс Каллентофт,https://enjoybooks.pw/osennij-prizrak/,"Йерре Петерсон – миллионер, который всегда был доволен жизнью, ведь ни в чём не нуждался. Хорошее материальное положение, успехи в … "
Титус Гроан,,https://enjoybooks.pw/titus-groan/,"Мрачные и гротескные замки всегда таят в себе много нераскрытых тайн. Среди гор расположен и этот величественный дом, где случилась … "
Сказки старого Вильнюса, Макс Фрай,https://enjoybooks.pw/skazki-starogo-vilnyusa/,"Вильнюс – это в край необычный город! Найти похожий на него – нечто из ряда вон выходящее, ведь он неповторим. … "
Секрет датского счастья, Майк Викинг,https://enjoybooks.pw/sekret-datskogo-schastya/,"Датчане – чрезвычайно удивительные люди, ведь им каким-то образом всегда удаётся сохранить позитивный настрой и улыбку. Даже несмотря на то, … "
Господа Головлевы, Михаил Евграфович Салтыков-Щедрин,https://enjoybooks.pw/gospoda-golovlevy/,"Семейство Головлёвых – помещики, жизнь которых изображается на протяжении длительной поры. У матушки Арины Петровны не только хорошо идут дела … "
"Даниэль Штайн, переводчик", Людмина Улицкая,https://enjoybooks.pw/daniel-shtajn-perevodchik/,"Отчаянно разный мир с такими же непохожими людьми внутри создают этот роман. Там и мудрая пожилая женщина, которая предпочтёт компании … "
Лестница Якова, Людмила Улицкая,https://enjoybooks.pw/lestnitsa-yakova/,"Семейная хроника, которая задевает до глубины души, простирается на этих страницах… Роман, больше напоминающий притчу своим поучительным смыслом и мудрым … "
Сердце, Лана Мейер,https://enjoybooks.pw/serdtse/,"Майклу приходится пережить нечто большее, чем стандартную операцию. Он сталкивается с передозировкой и, более того, пересадкой сердца… Однако он не … "
Сказки сироты, Кэтрин Валенте,https://enjoybooks.pw/skazki-siroty/,"Переплетение таинственных событий и сложных лабиринтов раскрываются здесь: в мистическом саду можно встретить одинокую девушку, совсем юную, которая рассказывает различные … "
Прекрасный незнакомец, Кристина Лорен,https://enjoybooks.pw/prekrasnyj-neznakomets/,"Сара Диллон – девушка, которая решилась изменить всю свою жизнь. Изменявший парень ей больше не интересен! Она хочет стать другой, … "
Наши души ночью, Кент Гаруф,https://enjoybooks.pw/nashi-dushi-nochyu/,"Совсем небольшой, но богатый город Голт раскрывает все тайны двух людей – их история ещё только начинается. Однажды Эдди Мур … "
Ледяная принцесса, Камилла Лэкберг,https://enjoybooks.pw/ledyanaya-printsessa/,"Эрика Фальк привыкла думать, что живёт в спокойном и благоприятном городке, где для неё нет ни единой опасности или угрозы. … "
Я люблю тебя, Ирэне Као,https://enjoybooks.pw/ya-lyublyu-tebya/,"Страсть – это лишь одна сотая любви. Нельзя в отношениях всегда полагаться на бушующее чувство между партнёрами, ведь рано или … "
Заговорено на любов, Екатерина Бабкина,https://enjoybooks.pw/zagovoreno-na-lyubov/,"Это не просто стихотворения, а настоящие эмоциональные хитросплетения, которые развязывать гораздо сложнее, чем спутанный клубок нитей. Те самые слова, которые … "
Кричащая лестница, Джонатан Страуд,https://enjoybooks.pw/krichashhaya-lestnitsa/,"В центре мистических событий Лондона – агентство «Локвуд и компания», направленное на поиск призраков и их поимку. Люси Карлайл, Энтони … "
Правила виноделов, Джон Ирвинг,https://enjoybooks.pw/pravila-vinodelov/,"Главный герой Гомер – сирота, который буквально с рождения оказался в приюте и жил там долгое время. Врач Уилбер Ларч … "
Осень в Петербурге, Джозеф М. Кутзее,https://enjoybooks.pw/osen-v-peterburge/,"Достоевский таинственным образом проникает в Петербург из-за границы – на самом деле это запрещено, но ему жизненно необходимо раскрыть одно … "
Ежевичное вино, Джоан Харрис,https://enjoybooks.pw/ezhevichnoe-vino/,"Вино – это путь, по которому можно пройти до самых глубин… Оно буквально раскрывает самые невероятные таланты, выуживая уникальные навыки … "
Тай-Пэн, Джеймса Клавелла,https://enjoybooks.pw/taj-pen/,"Европейские путешественники и торговцы впервые решаются постичь страну больших возможностей – Китай. Там есть не только сказочное богатство, но ещё … "
Чудесное утро. Как не проспать жизнь, Хэл Элрод,https://enjoybooks.pw/chudesnoe-utro-kak-ne-prospat-zhizn/,"Любая сфера нашей жизни может измениться, если видоизменится режим. Все начинается со сна – если мы не выспались, то дальше … "
Проект Счастье, Гретхен Рубин,https://enjoybooks.pw/proekt-schaste/,"Это не просто история о взлетах и падениях, а попытка изменить жизнь, направить её в нужное русло и осчастливить себя … "
Счастлива дома, Гретхен Рубин,https://enjoybooks.pw/schastliva-doma/,Человек сам определяет своё счастье и строит его. Но иногда бытовые проблемы просто сбивают с ног. Эти истории учат крепко … 
Исчезнувшая, Гиллиан Флинн,https://enjoybooks.pw/ischeznuvshaya/,"Люди нередко теряются: ежедневно кто-то пропадает, полицейские устраивают невиданные расследования и поиски. Но никто не ожидает, что беда придет именно … "
Звездная пыль, Нил Гейман,https://enjoybooks.pw/zvezdnaya-pyl/,"Небольшая деревня окутана волшебством и таинством: это английское поселение ограждено древней стеной, которая скрывает ее от мистической параллельной Вселенной. Тристан … "
Счастливые люди читают книжки и пьют кофе, Аньес Мартен-Люган,https://enjoybooks.pw/schastlivye-lyudi-chitayut-knizhki-i-pyut-kofe/,"Диана – главная героиня, на судьбу которой выпало немалое количество испытаний. Ей придется не только собрать себя по кускам после … "
Сентябрьские розы, Андре Моруа,https://enjoybooks.pw/sentyabrskie-rozy/,"Человеческие страсти давно стали интересными для читателей: они с удовольствием проглатывают истории о чужих отношениях, наслаждаются ими. История Гийома Фонтена … "
Осиная фабрика, Иэн Бэнкс,https://enjoybooks.pw/osinaya-fabrika/,"Автору удалось с помощью прекрасного языка повествования и атмосферы передать состояние главных героев. Рассказ ведется от лица Фрэнка Колдхейма, ему … "
Один день, Дэвид Николс,https://enjoybooks.pw/odin-den/,Главные герои этой книги совсем юные люди Эмма и Декстер. Впервые они встречаются на выпускном вечере в далеком 1988 году. … 
Облачный атлас, Дэвид Митчелл,https://enjoybooks.pw/oblachnyj-atlas/,"Эта книга признана мировой классикой и была успешно экранизирована. Сюжет очень закручен и напоминает большое зеркало, в котором мы видим … "
Литературный призрак, Дэвид Митчелл,https://enjoybooks.pw/literaturnyj-prizrak/,"Этот роман является дебютом писателя, который принес ему славу. Если вы никогда не задумывались, что все в этом мире неслучайно, … "
Любовник леди Чаттерлей, Дэвид Герберт Лоуренс,https://enjoybooks.pw/lyubovnik-ledi-chatterlej/,"Автор осмелился не только посвятить целую книгу такой сложной теме, как измена, но добавить в рассказ множество откровенных постельных сцен. … "
Щегол, Донна Тартт,https://enjoybooks.pw/shhegol/,"Сюжет этой истории довольно интригующий и неожиданный. Тео Декер, юный парень лет тринадцати, приходит в себя после громкого взрыва в … "
Тринадцатая сказка, Диана Сеттерфилд,https://enjoybooks.pw/trinadtsataya-skazka/,"Эта книга написана в лучших традициях готического романа. Главная героиня – девушка по имени Маргарет, работает в книжном магазине своего … "
Мелкий снег, Дзюнъитиро Танидзаки,https://enjoybooks.pw/melkij-sneg/,"Эта книга является классикой японской литературы. События в рассказе разворачиваются постепенно, а удивительный мир Японии открывается с каждой страницей все … "
Бесчестье, Джон Максвелл Кутзее,https://enjoybooks.pw/bescheste/,"Главный герой этой книги – профессор филологии Дэвид Лури, ему около 50 лет, с женой он развелся, а дочь живет … "
"Птицы, звери и родственники", Джеральд Даррелл,https://enjoybooks.pw/ptitsy-zveri-i-rodstvenniki/,"Эта история является продолжение предыдущих книг автора, посвященным воспоминаниям о собственном детстве. Он вырос на удивительном греческом острове Корфу, который … "
Сердца трех, Джек Лондон,https://enjoybooks.pw/serdtsa-treh/,"Эта история отличается от других рассказов автора своим динамизмом, она написана в стиле лучших приключенческих романов и полна авантюр. Главный … "
Ребекка, Дафна Дюморье,https://enjoybooks.pw/rebekka/,"Эта история о юной девушке, которая влюбляется в богатого знатного мужчину. Его зовут Максим де Уинтер и он совсем недавно … "
Трактир Ямайка. Моя кузина Рейчел, Дафна Дюморье,https://enjoybooks.pw/traktir-yamajka-moya-kuzina-rejchel/,"Эта книга состоит из двух историй. В первой рассказывается о жизни девушки Мэри, после гибели матери она решает отправиться жить … "
Острые предметы, Гиллиан Флинн,https://enjoybooks.pw/ostrye-predmety/,Главная героиня этой книги работает корреспондентом в небольшом издании Чикаго. Пока все её попытки стать известной безуспешны. Но вскоре ей … 
Ужин, Герман Кох,https://enjoybooks.pw/uzhin/,На первый взгляд сюжет этой истории кажется слишком простым и неинтересным. Ведь перед читателем постает всего лишь одна сцена ужина между близкими … 
Камера обскура, Владимир Набоков,https://enjoybooks.pw/kamera-obskura/,"Это один из романов автора написанных о немцах. Довольно зрелый Бруно Кречмар, изучающий искусство, неожиданно для себя воспылал страстью к … "
Числа, Виктор Пелевин,https://enjoybooks.pw/chisla/,Эту книгу можно назвать настоящим путешествием по эпохе 90-ых годов в России. Главный герой этой истории – молодой бизнесмен по … 
"Психолог, или ошибка доктора Левина", Борис Минаев,https://enjoybooks.pw/psiholog-ili-oshibka-doktora-levina/,"Этого автора принято считать более детским писателем, нежели взрослым. Но этой книгой он опровергает это мнение. В числе работ литератора … "
Азазель, Борис Акунин,https://enjoybooks.pw/azazel/,"Этот роман открывает серию захватывающих приключений сыщика Эраста Фандорина. Он очень молод, храбр, умен и обаятелен. Особенно парню везет в … "
Профессия миссис Уоррен, Бернард Шоу,https://enjoybooks.pw/professiya-missis-uorren/,"Впервые автор поднимает тему, связанную со сложной жизнью женщины в 19 столетии. Она довольно неприятная, ведь прав, возможностей и выбора … "
Два брата, Бен Элтон,https://enjoybooks.pw/dva-brata/,"Автор вложил в эту книгу всю душу, ведь она написана по истории его собственной семьи. В далеком 1920 годе в … "
Отель, Артур Хейли,https://enjoybooks.pw/otel/,"Действие книги разворачивается в огромном, комфортном и очень роскошном отеле «Сент-Грегори» в Новом Орлеане. Автору удалось показать особенности жизни отеля, … "
Письма, Антон Чехов,https://enjoybooks.pw/pisma/,"После смерти автора осталось огромное количество его писем, которые после публикации имели огромный успех у читателей. Сборник состоит также из … "
Просто вместе, Анна Гавальда,https://enjoybooks.pw/prosto-vmeste/,"Эта история об одиночестве, о помощи, и трогательной дружбе, и любви. Действия книги происходят в сердце Франции – Париже. Юная, … "
Мой дедушка был вишней, Анджела Нанетти,https://enjoybooks.pw/moy-dedushka-byl-vishney/,"Эта история понравится не только детям, но и их родителям. Она очень забавная, ведь речь идет о прекрасной поре детства. … "
Шелк, Алессандро Барикко,https://enjoybooks.pw/shelk/,"Эта книга о невероятной истории любви, яркой, незабываемой, а главное страстной. Молодой француз по имени Эрве Жонкура отправляется в Японию, … "
Географ глобус пропил, Алексей Иванов,https://enjoybooks.pw/geograf-globus-propil/,"Этот роман пронизан атмосферой российских поселков и менталитета. Главный герой – Виктор Служкин, молодой 28-летний парень, никак не найдет свое … "
Черный принц, Айрис Мёрдок,https://enjoybooks.pw/chernyj-prints/,"В этом психологическом романе переплелись многие, волнующие человечество, темы. Автор описывает большую гамму эмоций: творческий кризис, запретная страсть, муки ревности … "
Убийство Роджера Экройда, Агата Кристи,https://enjoybooks.pw/ubijstvo-rodzhera-ekrojda/,Эту книгу многие критики считают лучшей среди детективов. В этот раз за расследование берется обаятельный и умный Эркюль Пуаро. В … 
В 4:50 с вокзала Паддингтон, Агата Кристи,https://enjoybooks.pw/v-4-50-s-vokzala-paddington/,В этот раз помочь распутать сложное запутанное убийство берется непревзойденная Мисс Джейн Марпл. Эта милая старушка из провинции обладает настоящим … 
Великий Гэтсби, Френсис Скотт Фицджеральд,https://enjoybooks.pw/velikij-getsbi/,"Сюжет книги заключается в истории юного и бедного чистолюбца, влюбившегося в богатую аристократку. Девушка отвечает взаимностью, не подозревая, что парень … "
Одиночество в Сети, Януш Вишневский,https://enjoybooks.pw/odinochestvo-v-seti/,"Польский любовный роман рассказывает о главных героях, познакомившихся через интернет в середине девяностых готов 20 века. Они общаются в цифровом … "
Граф Монте-Кристо, Александр Дюма,https://enjoybooks.pw/graf-monte-kristo/,"Приключенческий роман рассказывает об известном литературном герое – графе Монте-Кристо. Его зовут Эдмонд Дантес и он – молодой, целеустремленный мореход, … "
Мне тебя обещали, Эльчин Сафарли,https://enjoybooks.pw/mne-tebya-obeshhali/,"Книга из жанра современной психологической прозы касается темы, чем возможно заполнить пустоту, которая образовывается после потери самого необходимого. Жизнь главного … "
Триумфальная арка, Эрих Мария Ремарк,https://enjoybooks.pw/triumfalnaya-arka/,Описываемые события происходят в Париже перед Второй мировой войной. Население пока не ощущает и не понимает приближающейся опасности. Главными героями … 
Двенадцать стульев, Евгений Петрович Петров,https://enjoybooks.pw/dvenadtsat-stulev/,"Роман входит в серию «Русская классика» и рассказывает историю двух мошенников Кисы и Оси. Они по всей стране разыскивают стулья, … "
Марсианин, Энди Вейер,https://enjoybooks.pw/marsianin/,"Главный герой произведения Марк Уотни отправляется вместе с космической командой в экспедицию на Марс. Все идет хорошо, пока Марка не … "
Преступление и наказание, Федор Михайлович Достоевский,https://enjoybooks.pw/prestuplenie-i-nakazanie/,"Классический русский роман погружает читателя в атмосферу промозглого Петербурга, где ключевой персонаж, студент Родион Раскольников, мучается безденежьем. Чем больше парень … "
Тень горы, Грегори Дэвид Робертс,https://enjoybooks.pw/ten-gory/,Продолжение бестселлера «Шантарам» рассказывает о судьбе того же героя – беглого преступника Лина. Он до сих пор скрывается от австралийской … 
Сто лет одиночества, Габриэль Гарсиа Маркес,https://enjoybooks.pw/sto-let-odinochestva/,"Произведение в жанре магического реализма гармонично сплетает старинные предания и легенды, притчи и сказки в один роман. Это долгая история … "
Анна Каренина, Лев Толстой,https://enjoybooks.pw/anna-karenina/,"Книга, входящая в школьный список для обязательного прочтения, часто не понятна подросткам. Чтобы проникнуться смыслом, необходимо иметь какой-то багаж собственного … "
Маленький принц, Антуан де Сент-Экзюпери,https://enjoybooks.pw/malenkij-prints/,"Небольшая по объему аллегорическая сказка-повесть актуальна для любого возраста и времени. Произведение поражает собственной глубиной, недоступной в детстве, но понятной … "
Над пропастью во ржи, Джером Д. Сэлинджер,https://enjoybooks.pw/nad-propastyu-vo-rzhi/,Психологическая проза раскрывает подростковый мир главного героя – 16-летнего Холдена Колфилда. От его лица и ведется повествование. У парня доброе … 
Голодные игры, Сьюзен Коллинз,https://enjoybooks.pw/golodnye-igry/,"Открывающая цикл «Голодные игры» книга с одноименным названием знакомит читателей с Китнисс и Питом, главными героями истории. Это молодые парень … "
Пост сдал, Стивен Кинг,https://enjoybooks.pw/post-sdal/,"Заключительная часть «Трилогии Билла Ходжеса» от мастера ужасов рассказывает о помешанном маньяке Мистере Мерседесе, находящемся в больнице. Уже 5 лет … "
Корпорация, Сергей Тармашев,https://enjoybooks.pw/korporatsiya/,"Вторая часть фантастической саги «Древний» переносит читателя во времена, когда вопрос выживания цивилизации стоит под угрозой. Энергетический кризис вкупе с … "
Черновик, Сергей Лукьяненко,https://enjoybooks.pw/chernovik/,"Произведение состоит из элементов фантастики, детектива и любовной линии. Главный герой – простой парень Кирилл. Однажды его просто стирают из … "
Ночной дозор, Сергей Лукьяненко,https://enjoybooks.pw/nochnoj-dozor/,"Книга, ставшая культовой, рассказывает о ночных улицах, когда на свободу вырываются Иные. Когда солнце спускается за горизонт, оборотни, ведьмаки, вампиры … "
Интимная теория относительности, Януш Вишневский,https://enjoybooks.pw/intimnaya-teoriya-otnositelnosti/,"Истина – предельно относительное понятие, которое на самом деле постоянно вращается. Никто не знает её настоящей, также не удастся прочитать … "
Ночь огня, Эрик-Эмманюэль Шмитт,https://enjoybooks.pw/noch-ognya/,"Любое сильное потрясение меняет человека… Так или иначе оно оставляет неизгладимое впечатление на душе, наталкивает на размышления. И как тут … "
Если бы ты знал…, Эльчин Сафарли,https://enjoybooks.pw/esli-by-ty-znal/,"Женщины – это удивительные и загадочные существа, которых понять иногда невозможно. Они бывают милыми и покладистыми, а иногда – открыто … "
Милые кости, Элис Сиболд,https://enjoybooks.pw/milye-kosti/,"В центре трагических событий юная девушка – она ещё подросток, но судьба подготовила для неё отнюдь не лёгкое жизненное испытание. … "
Беглянка, Элис Манро,https://enjoybooks.pw/beglyanka/,"В этих историях нет места чему-то банального. Тут можно узнать, что любовь, оказывается, имеет столько вариаций, сколько представить нельзя. А … "
Светила, Элеанор Каттон,https://enjoybooks.pw/svetila/,"Новая Зеландия открывает свои двери относительно приветливо, ведь там – золотая лихорадка! Разве кто-то захочет делить своё золото с другими … "
Дикая. Опасное путешествие, Шерил Стрэйд,https://enjoybooks.pw/dikaya-opasnoe-puteshestvie/,"Шерил – отважная женщина, но может показаться, что в ней гораздо больше негативных качеств, чем позитивных. Увы, она сбилась с … "
Холодный дом, Чарльз Диккенс,https://enjoybooks.pw/holodnyj-dom/,"Интрига влечёт за собой и не оставляет в покое – всегда интересно узнать, куда же героев приведёт запутанная нить событий, … "
